# **S.energy	elast	eps_norm	eps_x	eps_y	eps_z	gradVWork	i	kinetic	nonviscDamp	plast	q	sigM	sig_norm	sig_x	sig_y	sig_z	step	t	unbE	unbF
nan	0.000102447866262	0.0441893532319	0.012450658589	0.0161310866889	-0.0392105608477	-0.000462033751649	139800	1.44264265564e-10	7.751639364e-06	0.000412817460878	-36230.3909454	-62201.3922495	111723.472345	-50124.6025477	-50124.5807078	-86354.993493	5	0.0916332600638	1.40817247668e-06	5.0967701461e-06
nan	0.000102448043667	0.0441893490846	0.0124506523986	0.0161310801059	-0.0392105608477	-0.000462033929086	139900	1.43313562826e-10	7.75164015555e-06	0.000412817461324	-36230.367767	-62201.4881786	111723.628322	-50124.7085597	-50124.6796494	-86355.0763267	5	0.0916984468218	1.39889018566e-06	1.41211140732e-05
nan	0.000102447997108	0.0441893500929	0.0124506547853	0.0161310810258	-0.0392105608477	-0.000462033880533	140000	1.39335524222e-10	7.75164161499e-06	0.000412817464464	-36230.3797298	-62201.454085	111723.571283	-50124.6622101	-50124.6581051	-86355.0419399	5	0.0917636335801	1.36006098856e-06	1.05401636186e-05
nan	0.000102447893297	0.0441893525791	0.0124506574622	0.0161310857703	-0.0392105608477	-0.000462033778879	140100	1.38944590383e-10	7.75164190419e-06	0.000412817465279	-36230.3903792	-62201.4037927	111723.489283	-50124.6074359	-50124.6061271	-86354.9978151	5	0.0918288203384	1.35624643817e-06	7.24074851997e-06
nan	0.000102447976832	0.0441893507291	0.0124506533526	0.0161310838744	-0.0392105608477	-0.000462033863484	140200	1.3868082096e-10	7.75164215687e-06	0.000412817465318	-36230.3754426	-62201.4515755	111723.567167	-50124.6642187	-50124.6508467	-86355.0396612	5	0.0918940070972	1.35367066533e-06	5.97714530736e-06
nan	0.000102448004503	0.0441893501239	0.0124506519909	0.0161310832675	-0.0392105608477	-0.000462033889155	140300	1.38126337392e-10	7.75164250014e-06	0.000412817465594	-36230.3720297	-62201.4647556	111723.584613	-50124.6667272	-50124.6887828	-86355.0387569	5	0.0919591938562	1.34825795838e-06	4.87411418212e-06
nan	0.000102447914891	0.0441893521391	0.0124506555031	0.0161310860772	-0.0392105608477	-0.000462033801361	140400	1.36865231723e-10	7.75164385413e-06	0.000412817466969	-36230.395221	-62201.4164147	111723.510447	-50124.6154686	-50124.6230858	-86355.0106896	5	0.0920243806152	1.33594941261e-06	4.45502090168e-06
nan	0.000102447945125	0.0441893514282	0.0124506544872	0.0161310849138	-0.0392105608477	-0.000462033832934	140500	1.36742993918e-10	7.75164393877e-06	0.00041281746707	-36230.3753526	-62201.4307352	111723.530478	-50124.6376701	-50124.6415126	-86355.0130227	5	0.0920895673745	1.33475584846e-06	3.08621359078e-06
nan	0.00010244798748	0.044189350469	0.0124506526395	0.0161310837123	-0.0392105608477	-0.000462033874432	140600	1.34345733675e-10	7.75164467425e-06	0.000412817468791	-36230.3679895	-62201.4522853	111723.564952	-50124.6618979	-50124.6650707	-86355.0298873	5	0.092154754134	1.31135551785e-06	2.85424255678e-06
nan	0.000102447941034	0.0441893516081	0.0124506535945	0.0161310860955	-0.0392105608477	-0.000462033827627	140700	1.34029717637e-10	7.75164482491e-06	0.000412817469048	-36230.3688749	-62201.4294445	111723.527253	-50124.6395581	-50124.6403424	-86355.008433	5	0.0922199408937	1.3082714624e-06	9.16200487449e-07
nan	0.000102447927742	0.0441893519537	0.0124506536258	0.0161310870183	-0.0392105608477	-0.000462033815255	140800	1.33770565271e-10	7.75164503509e-06	0.00041281746916	-36230.3597652	-62201.423541	111723.516526	-50124.6400937	-50124.6306705	-86354.9998588	5	0.0922851276536	1.30574203129e-06	4.54283902623e-06
nan	0.000102447966062	0.0441893510699	0.0124506521351	0.0161310857477	-0.0392105608477	-0.000462033853596	140900	1.33496590272e-10	7.75164524933e-06	0.000412817469295	-36230.3599644	-62201.4399885	111723.542833	-50124.6527515	-50124.654498	-86355.0127159	5	0.0923503144136	1.30306725847e-06	3.71743515108e-06
nan	0.000102447940505	0.0441893517265	0.0124506520885	0.0161310875825	-0.0392105608477	-0.000462033828082	141000	1.31616007735e-10	7.75164697518e-06	0.000412817470338	-36230.361886	-62201.4321395	111723.530775	-50124.6462245	-50124.6420835	-86355.0081106	5	0.0924155011738	1.28471111363e-06	1.12831299578e-05
nan	0.000102447923098	0.0441893521711	0.0124506522249	0.0161310886949	-0.0392105608477	-0.000462033811406	141100	1.3145604957e-10	7.75164712823e-06	0.000412817470431	-36230.3545379	-62201.4222164	111723.513182	-50124.6405062	-50124.6310989	-86354.995044	5	0.0924806879342	1.28314997117e-06	2.49639747727e-06
nan	0.000102447949084	0.0441893515244	0.012450651664	0.0161310873565	-0.0392105608477	-0.000462033837744	141200	1.30882103804e-10	7.75164747074e-06	0.000412817471088	-36230.3537635	-62201.4328756	111723.529379	-50124.6469872	-50124.6508889	-86355.0007507	5	0.0925458746949	1.27754732987e-06	5.32105555991e-06
nan	0.00010244793907	0.0441893517217	0.0124506524478	0.0161310872918	-0.0392105608477	-0.000462033827175	141300	1.29775896988e-10	7.75164847654e-06	0.000412817471228	-36230.3539286	-62201.4451775	111723.550315	-50124.6603232	-50124.6609576	-86355.0142518	5	0.0926110614557	1.26674970884e-06	1.71916435025e-05
nan	0.000102447925061	0.0441893520873	0.0124506524438	0.0161310882965	-0.0392105608477	-0.00046203381381	141400	1.29208520364e-10	7.75164881984e-06	0.000412817471599	-36230.3545914	-62201.4213508	111723.509811	-50124.6336516	-50124.6421578	-86354.988243	5	0.0926762482168	1.26121168668e-06	4.57877912183e-06
nan	0.00010244795276	0.044189351572	0.0124506498996	0.0161310888487	-0.0392105608477	-0.000462033841605	141500	1.28109716711e-10	7.75164977608e-06	0.000412817471885	-36230.3411422	-62201.4356409	111723.533119	-50124.6596621	-50124.6464563	-86355.0008042	5	0.092741434978	1.25048586389e-06	4.6370617023e-06
nan	0.000102447942276	0.0441893518485	0.012450649885	0.0161310896173	-0.0392105608477	-0.000462033830692	141600	1.27790172025e-10	7.75164996477e-06	0.00041281747206	-36230.3236571	-62201.4395709	111723.537953	-50124.6757436	-50124.6435684	-86354.9994007	5	0.0928066217392	1.2473668986e-06	2.14387006746e-06
nan	0.000102447918814	0.0441893523353	0.0124506514034	0.0161310897788	-0.0392105608477	-0.000462033807602	141700	1.24253532066e-10	7.7516512182e-06	0.000412817474526	-36230.3454191	-62201.4184249	111723.503862	-50124.6366199	-50124.636616	-86354.9820389	5	0.0928718085008	1.21284583917e-06	2.51607649943e-06
nan	0.000102447939021	0.0441893518408	0.0124506509487	0.0161310887753	-0.0392105608477	-0.000462033828103	141800	1.24200493635e-10	7.75165126539e-06	0.000412817474587	-36230.3365892	-62201.4284315	111723.517645	-50124.6464201	-50124.655865	-86354.9830093	5	0.0929369952625	1.2123278889e-06	3.57498653451e-06
nan	0.000102447942507	0.0441893518143	0.0124506501737	0.016131089301	-0.0392105608477	-0.000462033831081	141900	1.23828920286e-10	7.75165146774e-06	0.000412817474775	-36230.3421133	-62201.4277033	111723.519203	-50124.6487258	-50124.643545	-86354.9908391	5	0.0930021820244	1.20870089975e-06	5.54317778386e-06
nan	0.000102447914611	0.0441893525157	0.0124506505284	0.0161310909484	-0.0392105608477	-0.000462033803383	142000	1.23081951168e-10	7.75165196361e-06	0.000412817475153	-36230.3394208	-62201.4181162	111723.501922	-50124.6379179	-50124.6390921	-86354.9773387	5	0.0930673687865	1.20141002026e-06	7.90249044576e-06
nan	0.0001024479278	0.0441893522126	0.0124506499867	0.0161310905363	-0.0392105608477	-0.000462033817107	142100	1.22744322043e-10	7.75165214174e-06	0.000412817475398	-36230.332517	-62201.4217468	111723.506577	-50124.6441068	-50124.64451	-86354.9766237	5	0.0931325555487	1.19811424866e-06	3.31906333699e-06
nan	0.000102447937589	0.0441893519757	0.0124506497395	0.0161310900782	-0.0392105608477	-0.000462033826517	142200	1.22303470436e-10	7.75165252777e-06	0.000412817475481	-36230.3338358	-62201.4288957	111723.517843	-50124.6478599	-50124.6571317	-86354.9816957	5	0.0931977423111	1.1938109572e-06	5.56375571988e-06
nan	0.000102447912275	0.0441893526146	0.012450650044	0.0161310915933	-0.0392105608477	-0.000462033801193	142300	1.22132137923e-10	7.75165271236e-06	0.00041281747553	-36230.3308331	-62201.4155304	111723.495863	-50124.6385535	-50124.6386512	-86354.9693866	5	0.0932629290736	1.1921388656e-06	2.42946918601e-06
nan	0.000102447923751	0.0441893523953	0.0124506490532	0.0161310917572	-0.0392105608477	-0.000462033813195	142400	1.21962772105e-10	7.75165287628e-06	0.000412817475598	-36230.3213816	-62201.4256467	111723.510939	-50124.6525092	-50124.6505401	-86354.9738907	5	0.0933281158362	1.1904855427e-06	5.06773718947e-06
nan	0.000102447937518	0.0441893520765	0.0124506485237	0.0161310912927	-0.0392105608477	-0.000462033826583	142500	1.21933544539e-10	7.75165290847e-06	0.000412817475648	-36230.325452	-62201.4277317	111723.515398	-50124.653534	-50124.6506751	-86354.9789861	5	0.0933933025991	1.19020009083e-06	2.36975689128e-06
nan	0.000102447916926	0.0441893525318	0.0124506495339	0.0161310917601	-0.0392105608477	-0.000462033805952	142600	1.21930719639e-10	7.75165291193e-06	0.000412817475685	-36230.3266593	-62201.4178106	111723.498285	-50124.6407315	-50124.6453093	-86354.9673909	5	0.0934584893622	1.19017275605e-06	2.55413247649e-07
nan	0.000102447913575	0.0441893526197	0.0124506495227	0.0161310920097	-0.0392105608477	-0.000462033802902	142700	1.21501192516e-10	7.75165321702e-06	0.000412817475876	-36230.3198375	-62201.4216275	111723.503287	-50124.6471379	-50124.6507692	-86354.9669754	5	0.0935236761253	1.18598015592e-06	8.01424325876e-06
nan	0.000102447918582	0.0441893525274	0.0124506490668	0.0161310921086	-0.0392105608477	-0.00046203380787	142800	1.21040676734e-10	7.75165347412e-06	0.000412817476242	-36230.3125368	-62201.4218171	111723.502711	-50124.6518753	-50124.6491638	-86354.9644121	5	0.0935888628886	1.18148497705e-06	5.45596248843e-06
nan	0.000102447922308	0.0441893524754	0.0124506484878	0.0161310924131	-0.0392105608477	-0.000462033811646	142900	1.20169313718e-10	7.7516538986e-06	0.00041281747664	-36230.3169917	-62201.4208797	111723.501538	-50124.6476923	-50124.6502626	-86354.9646841	5	0.0936540496519	1.17297951009e-06	2.40340216989e-06
nan	0.000102447915584	0.044189352659	0.0124506483798	0.0161310929993	-0.0392105608477	-0.000462033804944	143000	1.20010394686e-10	7.75165403999e-06	0.000412817476763	-36230.3151344	-62201.4174915	111723.495834	-50124.6460234	-50124.6452932	-86354.9611578	5	0.0937192364154	1.17142836925e-06	2.27580519644e-06
nan	0.0001024479118	0.0441893527539	0.0124506484345	0.0161310932172	-0.0392105608477	-0.000462033801249	143100	1.19818940295e-10	7.75165412778e-06	0.000412817476869	-36230.3124934	-62201.4142958	111723.489303	-50124.641789	-50124.6468159	-86354.9542825	5	0.0937844231791	1.16955961513e-06	2.68088990098e-06
nan	0.000102447913099	0.0441893527303	0.0124506483012	0.0161310932554	-0.0392105608477	-0.000462033802573	143200	1.19644579566e-10	7.75165425361e-06	0.000412817476954	-36230.3094795	-62201.4174213	111723.493912	-50124.6460434	-50124.6506977	-86354.9555229	5	0.0938496099429	1.16785765515e-06	2.34413736376e-06
nan	0.000102447911494	0.0441893527706	0.012450648308	0.0161310933604	-0.0392105608477	-0.000462033801026	143300	1.1954848046e-10	7.7516543341e-06	0.000412817477027	-36230.3137921	-62201.4153952	111723.49162	-50124.6430725	-50124.6462486	-86354.9568646	5	0.0939147967068	1.1669196445e-06	1.94728043207e-06
nan	0.000102447914349	0.0441893527252	0.0124506479539	0.0161310935095	-0.0392105608477	-0.000462033803884	143400	1.19540207661e-10	7.75165434239e-06	0.000412817477035	-36230.308988	-62201.4167947	111723.492985	-50124.6462773	-50124.6488415	-86354.9552653	5	0.0939799834707	1.16683886071e-06	9.44256644703e-07
nan	0.000102447910169	0.0441893528506	0.0124506477598	0.0161310940029	-0.0392105608477	-0.000462033799645	143500	1.19518000362e-10	7.75165435566e-06	0.000412817477082	-36230.3062911	-62201.4151352	111723.490125	-50124.6470428	-50124.6450288	-86354.9533339	5	0.0940451702349	1.16662214158e-06	1.05828866857e-06
nan	0.000102447906493	0.044189352951	0.0124506477063	0.0161310943192	-0.0392105608477	-0.000462033796111	143600	1.19421950552e-10	7.75165439916e-06	0.00041281747717	-36230.3017793	-62201.413814	111723.486512	-50124.6458978	-50124.6478672	-86354.9476771	5	0.0941103569991	1.16568463564e-06	3.12882083569e-06
nan	0.000102447908345	0.0441893529063	0.0124506476484	0.0161310942415	-0.0392105608477	-0.000462033797951	143700	1.18951679498e-10	7.75165472391e-06	0.000412817477385	-36230.3042139	-62201.4159988	111723.490627	-50124.6470833	-50124.6496159	-86354.9512972	5	0.0941755437634	1.16109427142e-06	2.56582454162e-06
nan	0.000102447907512	0.0441893529373	0.0124506475309	0.016131094417	-0.0392105608477	-0.000462033797174	143800	1.18933882538e-10	7.75165474305e-06	0.000412817477418	-36230.299435	-62201.4140348	111723.486907	-50124.6485418	-50124.6455856	-86354.9479768	5	0.0942407305278	1.1609205637e-06	1.94844406602e-06
nan	0.000102447906609	0.0441893529832	0.0124506472598	0.016131094752	-0.0392105608477	-0.00046203379628	143900	1.18923399116e-10	7.75165475381e-06	0.000412817477449	-36230.299416	-62201.4134723	111723.485688	-50124.6471365	-50124.6467281	-86354.9465525	5	0.0943059172924	1.16081824463e-06	4.12644805912e-07
nan	0.000102447900796	0.0441893531436	0.0124506471608	0.0161310952678	-0.0392105608477	-0.000462033790486	144000	1.18770833546e-10	7.75165486057e-06	0.000412817477535	-36230.301035	-62201.4123366	111723.484041	-50124.645153	-50124.6456688	-86354.946188	5	0.094371104057	1.15932910897e-06	3.74261051191e-06
nan	0.000102447901084	0.0441893531344	0.0124506471707	0.016131095235	-0.0392105608477	-0.000462033790899	144100	1.18738859261e-10	7.75165488191e-06	0.000412817477577	-36230.2967212	-62201.410921	111723.480798	-50124.6453414	-50124.645359	-86354.9420626	5	0.0944362908218	1.15901700283e-06	6.95599790648e-07
nan	0.000102447907337	0.0441893529867	0.0124506469632	0.0161310949905	-0.0392105608477	-0.000462033797122	144200	1.18546855255e-10	7.75165500228e-06	0.000412817477691	-36230.2936072	-62201.4165135	111723.488975	-50124.6504579	-50124.6550177	-86354.9440651	5	0.0945014775867	1.15714276979e-06	4.88870273576e-06
nan	0.000102447896881	0.0441893532463	0.0124506471366	0.0161310955678	-0.0392105608477	-0.000462033786598	144300	1.18348314274e-10	7.75165520876e-06	0.000412817477728	-36230.2972932	-62201.4135906	111723.48385	-50124.6430998	-50124.6572791	-86354.940393	5	0.0945666643516	1.15520491759e-06	3.0308673931e-06
nan	0.000102447897291	0.044189353265	0.0124506467783	0.0161310958957	-0.0392105608477	-0.000462033787214	144400	1.18299185955e-10	7.7516552393e-06	0.000412817477776	-36230.2871272	-62201.4090042	111723.475609	-50124.6468895	-50124.6461063	-86354.9340167	5	0.0946318511166	1.15472536854e-06	1.56244404424e-06
nan	0.000102447894501	0.0441893533108	0.0124506469856	0.0161310958609	-0.0392105608477	-0.000462033784723	144500	1.18160773999e-10	7.75165536906e-06	0.000412817478181	-36230.291667	-62201.4094243	111723.476937	-50124.6447024	-50124.6472012	-86354.9363693	5	0.0946970378818	1.15337435264e-06	3.08632181282e-06
nan	0.000102447896502	0.0441893532654	0.0124506469144	0.0161310957917	-0.0392105608477	-0.000462033786526	144600	1.17794327195e-10	7.75165564209e-06	0.000412817478243	-36230.3222058	-62201.4288086	111723.519131	-50124.6638219	-50124.6365761	-86354.9860277	5	0.094762224647	1.1497974211e-06	8.30247032419e-06
nan	0.000102447890719	0.0441893533966	0.0124506471359	0.01613109598	-0.0392105608477	-0.000462033780993	144700	1.1768331696e-10	7.75165583129e-06	0.000412817478269	-36230.2933957	-62201.4052299	111723.469563	-50124.6376424	-50124.6470091	-86354.9310381	5	0.0948274114123	1.14871390845e-06	3.58191884922e-06
nan	0.000102447896914	0.0441893532925	0.0124506464306	0.0161310962392	-0.0392105608477	-0.000462033787299	144800	1.17328177033e-10	7.7516561123e-06	0.000412817478378	-36230.2850381	-62201.4105658	111723.477434	-50124.6481254	-50124.6504084	-86354.9331635	5	0.0948925981777	1.14524729709e-06	2.09309667083e-06
nan	0.000102447899098	0.0441893532791	0.0124506459003	0.016131096612	-0.0392105608477	-0.000462033789365	144900	1.17315726231e-10	7.7516561235e-06	0.000412817478408	-36230.2831671	-62201.4102443	111723.47707	-50124.6502083	-50124.6471494	-86354.9333754	5	0.0949577849433	1.14512573966e-06	2.25495135591e-07
nan	0.000102447887657	0.0441893535465	0.0124506462874	0.0161310970456	-0.0392105608477	-0.000462033777935	145000	1.1721111008e-10	7.75165621506e-06	0.000412817478458	-36230.2849938	-62201.4046927	111723.467487	-50124.6418724	-50124.6453395	-86354.9268662	5	0.0950229717089	1.14410470299e-06	3.74415376639e-06
nan	0.00010244789155	0.0441893534422	0.0124506463037	0.0161310967473	-0.0392105608477	-0.00046203378201	145100	1.17022315794e-10	7.75165631229e-06	0.000412817478572	-36230.2845363	-62201.4044335	111723.467724	-50124.6441382	-50124.6404878	-86354.9286745	5	0.0950881584745	1.14226182719e-06	3.68800929338e-06
nan	0.000102447898196	0.044189353294	0.01245064598	0.0161310965913	-0.0392105608477	-0.0004620337886	145200	1.17019607946e-10	7.75165631773e-06	0.000412817478597	-36230.2818975	-62201.4096988	111723.475286	-50124.6482417	-50124.6507155	-86354.9301391	5	0.0951533452403	1.14223532164e-06	2.005838552e-07
nan	0.000102447876637	0.0441893537313	0.012450647	0.0161310970017	-0.0392105608477	-0.000462033768652	145300	1.1627270058e-10	7.75165705349e-06	0.000412817480303	-36230.2925318	-62201.4003081	111723.461533	-50124.6341735	-50124.6400456	-86354.9267053	5	0.0952185320062	1.13494495344e-06	5.63000611084e-06
nan	0.000102447863803	0.0441893536436	0.0124506470328	0.0161310967363	-0.0392105608477	-0.000462033772116	145400	1.14843436982e-10	7.75165851518e-06	0.000412817496411	-36230.2855485	-62201.398574	111723.457586	-50124.6361816	-50124.6378103	-86354.92173	5	0.0952837187721	1.12099396434e-06	8.45184957851e-06
nan	0.000102447889708	0.0441893529824	0.0124506467918	0.0161310951111	-0.0392105608477	-0.000462033798059	145500	1.14721193675e-10	7.75165860249e-06	0.000412817496453	-36230.2734624	-62201.4081917	111723.470896	-50124.649394	-50124.6523248	-86354.9228564	5	0.0953489055376	1.11980045662e-06	1.95513727104e-06
nan	0.00010244788941	0.0441893529594	0.0124506471582	0.0161310947651	-0.0392105608477	-0.000462033797309	145600	1.14579815838e-10	7.75165872752e-06	0.000412817496481	-36230.2813726	-62201.4105812	111723.475475	-50124.6456852	-50124.6590008	-86354.9270577	5	0.0954140923036	1.11842046233e-06	3.50987472834e-06
nan	0.000102447869069	0.0441893534629	0.0124506475305	0.0161310958571	-0.0392105608477	-0.000462033777137	145700	1.14523291249e-10	7.75165876718e-06	0.000412817496502	-36230.279192	-62201.4000838	111723.458423	-50124.6388538	-50124.6433519	-86354.9180457	5	0.0954792790695	1.11786894437e-06	2.29174704741e-06
nan	0.000102447881393	0.0441893532166	0.0124506466101	0.0161310958927	-0.0392105608477	-0.000462033789752	145800	1.14514464043e-10	7.75165877712e-06	0.000412817496502	-36230.2740221	-62201.4054041	111723.467007	-50124.6484116	-50124.645367	-86354.9224338	5	0.0955444658354	1.117782647e-06	4.53078408936e-07
nan	0.00010244788691	0.0441893530715	0.0124506464752	0.0161310955995	-0.0392105608477	-0.000462033795361	145900	1.14380742947e-10	7.75165885051e-06	0.000412817497	-36230.2787022	-62201.4078948	111723.472047	-50124.6489357	-50124.6471108	-86354.9276379	5	0.0956096526013	1.11647732712e-06	3.30467160381e-06
nan	0.000102447875776	0.0441893533034	0.0124506471961	0.0161310956782	-0.0392105608477	-0.000462033784283	146000	1.14365075848e-10	7.75165886572e-06	0.000412817497003	-36230.2785218	-62201.4027976	111723.462992	-50124.6423501	-50124.6451709	-86354.9208719	5	0.0956748393672	1.11632452095e-06	1.05498825724e-06
nan	0.000102447874292	0.0441893532768	0.0124506471338	0.0161310956535	-0.0392105608477	-0.000462033785588	146100	1.12535065038e-10	7.7516592621e-06	0.000412817501432	-36230.2687641	-62201.4146888	111723.479381	-50124.6532914	-50124.6687195	-86354.9220555	5	0.0957400261331	1.09846168908e-06	4.19953437382e-06
nan	0.00010244787754	0.0441893532313	0.0124506466572	0.0161310958966	-0.0392105608477	-0.000462033788823	146200	1.119808714e-10	7.75165941995e-06	0.000412817501561	-36230.2743384	-62201.4064029	111723.468355	-50124.6481054	-50124.6486596	-86354.9224438	5	0.095805212899	1.09305213625e-06	3.76754076783e-06
nan	0.000102447878609	0.0441893532178	0.0124506464842	0.0161310959932	-0.0392105608477	-0.000462033789886	146300	1.11591346425e-10	7.75165959235e-06	0.000412817501793	-36230.2710224	-62201.4057676	111723.466877	-50124.6495028	-50124.647275	-86354.9205252	5	0.0958703996648	1.08924994778e-06	2.56658871314e-06
nan	0.000102447865423	0.0441893535269	0.0124506469308	0.0161310964953	-0.0392105608477	-0.000462033776371	146400	1.11213633643e-10	7.75165994358e-06	0.000412817501857	-36230.2780252	-62201.3993907	111723.457222	-50124.6391941	-50124.6417587	-86354.9172193	5	0.0959355864306	1.08556320997e-06	5.30861240873e-06
nan	0.000102447868179	0.0441893534535	0.0124506469496	0.0161310962798	-0.0392105608477	-0.00046203377961	146500	1.11029098912e-10	7.75166005105e-06	0.000412817501912	-36230.2677946	-62201.4081496	111723.470794	-50124.654921	-50124.6468123	-86354.9227155	5	0.0960007731964	1.0837619258e-06	3.41032496494e-06
nan	0.000102447883741	0.0441893530078	0.012450646751	0.0161310952119	-0.0392105608477	-0.000462033796819	146600	1.09208761438e-10	7.75166116225e-06	0.000412817504717	-36230.2755506	-62201.4266552	111723.501158	-50124.6639929	-50124.6764292	-86354.9395435	5	0.0960659599622	1.06599333681e-06	1.4827585042e-05
nan	0.000102447870895	0.0441893533212	0.0124506468436	0.0161310959992	-0.0392105608477	-0.000462033784665	146700	1.08906091059e-10	7.75166168381e-06	0.000412817505163	-36230.277364	-62201.4020737	111723.461264	-50124.6411821	-50124.6464929	-86354.9185461	5	0.096131146728	1.0630390862e-06	4.82268835687e-06
nan	0.000102447866373	0.0441893534448	0.0124506467927	0.0161310963769	-0.0392105608477	-0.000462033780386	146800	1.07238680509e-10	7.75166258394e-06	0.000412817505966	-36230.279739	-62201.401969	111723.460337	-50124.6363851	-50124.6533979	-86354.9161241	5	0.0961963334937	1.04676343496e-06	8.90914867349e-06
nan	0.000102447879474	0.0441893531358	0.0124506463689	0.0161310958576	-0.0392105608477	-0.000462033793464	146900	1.07072418827e-10	7.7516627081e-06	0.000412817506023	-36230.2919709	-62201.4072632	111723.472148	-50124.6386	-50124.6526186	-86354.9305709	5	0.0962615202595	1.04514041068e-06	4.09714164064e-06
nan	0.000102447881818	0.0441893531006	0.0124506460546	0.0161310960039	-0.0392105608477	-0.000462033795614	147000	1.07045259218e-10	7.75166272919e-06	0.000412817506033	-36230.2707937	-62201.4070593	111723.469165	-50124.6514231	-50124.647538	-86354.9222168	5	0.0963267070253	1.04487528018e-06	1.8817280623e-06
nan	0.000102447873938	0.0441893532834	0.0124506463489	0.0161310962773	-0.0392105608477	-0.000462033787795	147100	1.05248432864e-10	7.75166316973e-06	0.000412817507405	-36230.2857932	-62201.4151175	111723.48589	-50124.6545539	-50124.6504514	-86354.9403472	5	0.0963918937912	1.02733642797e-06	2.29430649607e-06
nan	0.00010244786458	0.0441893534571	0.0124506472065	0.0161310960914	-0.0392105608477	-0.00046203377845	147200	1.04563433335e-10	7.75166375801e-06	0.000412817507543	-36230.2654371	-62201.4064243	111723.4668	-50124.6521235	-50124.6495888	-86354.9175606	5	0.096457080557	1.02065019866e-06	5.49865778626e-06
nan	0.000102447878088	0.0441893531297	0.0124506468675	0.0161310954562	-0.0392105608477	-0.000462033792158	147300	1.04467669524e-10	7.75166386079e-06	0.000412817507582	-36230.2776205	-62201.4084711	111723.470764	-50124.6436697	-50124.6604535	-86354.9212901	5	0.0965222673228	1.01971530766e-06	4.42423873596e-06
nan	0.000102447882869	0.0441893530636	0.0124506461597	0.0161310958214	-0.0392105608477	-0.000462033796698	147400	1.04374098938e-10	7.75166395098e-06	0.000412817507596	-36230.2737693	-62201.4063487	111723.468426	-50124.6491193	-50124.6470382	-86354.9228887	5	0.0965874540886	1.01880191191e-06	3.2043274756e-06
nan	0.000102447872626	0.0441893533318	0.0124506461743	0.0161310965448	-0.0392105608477	-0.000462033786466	147500	1.04342720367e-10	7.75166396559e-06	0.000412817507614	-36230.272653	-62201.4018464	111723.460794	-50124.6453893	-50124.6421075	-86354.9180423	5	0.0966526408544	1.0184957256e-06	7.60712368044e-07
nan	0.00010244787582	0.0441893532498	0.0124506461507	0.0161310963384	-0.0392105608477	-0.000462033789817	147600	1.04272194467e-10	7.75166399266e-06	0.00041281750766	-36230.2707737	-62201.4026804	111723.461779	-50124.6468437	-50124.6435802	-86354.9176174	5	0.0967178276203	1.01780728621e-06	1.51458163658e-06
nan	0.000102447882676	0.0441893530607	0.012450646255	0.0161310957398	-0.0392105608477	-0.000462033796579	147700	1.04230671625e-10	7.75166401238e-06	0.000412817507679	-36230.2767204	-62201.4075395	111723.470584	-50124.64788	-50124.6501383	-86354.9246004	5	0.0967830143861	1.01740191112e-06	1.78875692822e-06
nan	0.000102447873034	0.0441893532774	0.0124506466911	0.0161310959968	-0.0392105608477	-0.00046203378687	147800	1.03854821864e-10	7.75166424738e-06	0.00041281750785	-36230.2788882	-62201.4023975	111723.462099	-50124.6408896	-50124.6465251	-86354.9197778	5	0.096848201152	1.0137333142e-06	2.50233794554e-06
nan	0.000102447874519	0.0441893532547	0.0124506464977	0.0161310960839	-0.0392105608477	-0.000462033788527	147900	1.03721427254e-10	7.75166432116e-06	0.000412817507914	-36230.2745783	-62201.4039297	111723.464231	-50124.6454131	-50124.6463845	-86354.9199914	5	0.0969133879178	1.01243122652e-06	1.32839568655e-06
nan	0.000102447881904	0.0441893530931	0.0124506461113	0.0161310959395	-0.0392105608477	-0.000462033795823	148000	1.03684818905e-10	7.75166435804e-06	0.000412817507915	-36230.2713749	-62201.4043221	111723.464377	-50124.6474389	-50124.6467134	-86354.9188139	5	0.0969785746836	1.01207381723e-06	2.93098356011e-06
nan	0.000102447871609	0.0441893533421	0.0124506463719	0.0161310964203	-0.0392105608477	-0.000462033785438	148100	1.03496775878e-10	7.75166453104e-06	0.000412817507943	-36230.2761506	-62201.4064729	111723.468148	-50124.6453654	-50124.6525372	-86354.921516	5	0.0970437614494	1.01023841932e-06	1.40326332621e-06
nan	0.000102447873017	0.0441893533068	0.0124506463486	0.0161310963417	-0.0392105608477	-0.000462033786993	148200	1.03436516648e-10	7.75166458748e-06	0.000412817507953	-36230.2780035	-62201.4022497	111723.462159	-50124.6425711	-50124.6436032	-86354.9205746	5	0.0971089482152	1.00965021139e-06	3.36101199386e-06
nan	0.000102447875478	0.0441893532422	0.0124506463543	0.0161310961603	-0.0392105608477	-0.000462033789378	148300	1.02157186844e-10	7.75166546463e-06	0.000412817508392	-36230.2908568	-62201.4114896	111723.478349	-50124.6412952	-50124.6610217	-86354.932152	5	0.097174134981	9.9716257041e-07	8.58186697069e-06
nan	0.000102447876756	0.044189353209	0.0124506463421	0.0161310960789	-0.0392105608477	-0.00046203379067	148400	1.02028757928e-10	7.75166555171e-06	0.000412817508462	-36230.2754982	-62201.4049887	111723.465769	-50124.6448416	-50124.6497847	-86354.9203398	5	0.0972393217467	9.9590895545e-07	1.10925453802e-06
